posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
PUESTO TESORERIA,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CUSICANCHA,HUANCAVELICA - SAN ANTONIO DE CUSICANCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 2,069.00",27/02/2025,12/03/2025,1418ddea-5305-40c8-8716-e1870e30c87b,2025-03-05 02:34:14.367958
ABOGADO/A FORMALIZACIÓN INTEGRAL,ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,HUANCAVELICA - ASCENSION,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0039,1,"S/. 4,500.00",27/02/2025,12/03/2025,49d12e97-b161-437a-ad9d-b20ced27c814,2025-03-05 02:34:14.367958
ADMINISTRADOR/A DE OFICINA ZONAL,ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,HUANCAVELICA - ASCENSION,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0040,1,"S/. 4,500.00",27/02/2025,12/03/2025,40f650ad-461a-4951-ace5-22b896f6fba9,2025-03-05 02:34:14.367958
TECNOLOGO MEDICO,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,164.19",25/02/2025,10/03/2025,c8ea0c1d-0744-4dd2-8ca9-ef29a7791571,2025-03-05 02:34:14.367958
ANALISTA DE RECURSOS HUMANOS,GOBIERNO REGIONAL HVCA-AGRICULTURA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,164.19",25/02/2025,10/03/2025,a3f49ac6-696e-48e0-a569-5ab5e0f72b29,2025-03-05 02:34:14.367958
TECNICO EN FARMACIA,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,764.19",25/02/2025,10/03/2025,3c0816b4-66ff-48f3-8bdc-18a4640e67ae,2025-03-05 02:34:14.367958
OBSTETRA,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,564.19",25/02/2025,10/03/2025,2c26a5cd-c9b4-4cf8-8694-58e340ac9c36,2025-03-05 02:34:14.367958
OBSTETRA,HOSPITAL DE PAMPAS DE TAYACAJA,HUANCAVELICA - PAMPAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-03,1,"S/. 3,164.19",25/02/2025,10/03/2025,ee063ad4-b10c-4aff-96df-8d13aa50bd7c,2025-03-05 02:34:14.367958
MEDICO,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,3,"S/. 5,464.19",25/02/2025,10/03/2025,9fa82cf9-e482-44ae-be65-912f4d14dfcc,2025-03-05 02:34:14.367958
JEFE DE LEGAJOS,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,764.19",25/02/2025,10/03/2025,17ea2f43-49da-46b3-a4d3-23260d3318ba,2025-03-05 02:34:14.367958
ENFERMERA/O,UNIDAD EJECUTORA 404 RED DE SALUD ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-02,1,"S/. 2,564.09",25/02/2025,10/03/2025,807b69a7-a4b0-46b9-9bac-9d348dd4e309,2025-03-05 02:34:14.367958
SECRETARIA/O V,GOBIERNO REGIONAL HVCA-AGRICULTURA,HUANCAVELICA - HUANCAVELICA,276-002,1,"S/. 1,227.00",25/02/2025,10/03/2025,0e0a1681-a608-4e12-9a34-aebfc31cbb50,2025-03-05 02:34:14.367958
TECNICO AGROPECUARIO III,GOBIERNO REGIONAL HVCA-AGRICULTURA,HUANCAVELICA - HUANCAVELICA,276-002,1,"S/. 1,219.00",25/02/2025,10/03/2025,d18d47d0-97ec-415f-95e6-0497bdecb642,2025-03-05 02:34:14.367958
TECNICO EN SEGURIDAD I,GOBIERNO REGIONAL HVCA-AGRICULTURA,HUANCAVELICA - HUANCAVELICA,276-002,1,"S/. 1,210.00",25/02/2025,10/03/2025,e6b6a956-98fb-4300-8c39-7450aef96ac0,2025-03-05 02:34:14.367958
TECNICO EN LABORATORIO,UNIDAD EJECUTORA 405 RED DE SALUD ANGARAES,HUANCAVELICA - LIRCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,064.19",25/02/2025,10/03/2025,ab250b9c-212f-4949-8229-7b37fedac5dd,2025-03-05 02:34:14.367958
TECNICO EN ENFERMERIA,UNIDAD EJECUTORA 405 RED DE SALUD ANGARAES,HUANCAVELICA - LIRCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,064.19",25/02/2025,10/03/2025,2762faad-5895-490c-85cb-1b77ace7c5a2,2025-03-05 02:34:14.367958
TECNICO EN ENFERMERIA,UNIDAD EJECUTORA 405 RED DE SALUD ANGARAES,HUANCAVELICA - LIRCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,764.19",25/02/2025,10/03/2025,fb7fe10a-3c2c-4344-8e65-6973590909fb,2025-03-05 02:34:14.367958
MEDICO,UNIDAD EJECUTORA 405 RED DE SALUD ANGARAES,HUANCAVELICA - LIRCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 6,764.19",25/02/2025,10/03/2025,95071ff7-a1a1-40aa-9a73-83529ee14c6e,2025-03-05 02:34:14.367958
MEDICO,UNIDAD EJECUTORA 405 RED DE SALUD ANGARAES,HUANCAVELICA - LIRCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 5,464.19",25/02/2025,10/03/2025,b343a2c3-0343-48ad-812b-ef901f39c663,2025-03-05 02:34:14.367958
INGENIERO I,UNIDAD EJECUTORA 405 RED DE SALUD ANGARAES,HUANCAVELICA - LIRCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,264.19",25/02/2025,10/03/2025,d22bdeef-1a47-4db9-9233-0ca217d283b4,2025-03-05 02:34:14.367958
ENFERMERA (O),UNIDAD EJECUTORA 405 RED DE SALUD ANGARAES,HUANCAVELICA - LIRCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,764.19",25/02/2025,10/03/2025,f0fab3f7-1b87-4f95-88ec-f65583ee1828,2025-03-05 02:34:14.367958
ANALISTA ADMINISTRATIVO EN SERVICIOS Y ADQUISICIONES DEL ESTADO,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-29,1,"S/. 2,407.50",04/03/2025,17/03/2025,b14877ee-3e8c-45ed-a80f-e729f4e7a30b,2025-03-05 02:34:14.367958
ASISTENTE DE RECURSOS HUMANOS Y DE PLANILLA,IAFAS DE LA MARINA DE GUERRA DEL PERU,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,500.00",04/03/2025,17/03/2025,887eefa9-1291-4ca4-8a28-14f9f77b1e24,2025-03-05 02:34:14.367958
TÉCNICO DE RECURSOS HUMANOS Y BIENESTAR SOCIAL,IAFAS DE LA MARINA DE GUERRA DEL PERU,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,400.00",04/03/2025,17/03/2025,83bd8280-c2cd-40c8-98e5-f847587206eb,2025-03-05 02:34:14.367958
ANALISTA DE SEGURIDAD Y SALUD EN EL TRABAJO 3,AUTORIDAD PORTUARIA NACIONAL,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,1,"S/. 7,000.00",04/03/2025,17/03/2025,cfdb4cd7-3438-445a-a130-b912e8d5d8cc,2025-03-05 02:34:14.367958
ABOGADO II,MUNICIPALIDAD DISTRITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-0004,1,"S/. 3,500.00",03/03/2025,14/03/2025,4e329b2a-0457-48e7-ae78-5945ef38ca0e,2025-03-05 02:34:14.367958
EDUCADOR(A) MUSICAL DE LA INICIATIVA PEDAGÓGICA ORQUESTANDO,DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,464.19",03/03/2025,14/03/2025,57417bb4-9c07-4049-8720-64961e0770f3,2025-03-05 02:34:14.367958
NOTIFICADOR,MUNICIPALIDAD DISTRITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0005,1,"S/. 2,300.00",03/03/2025,14/03/2025,930e6f38-30f7-4f55-914d-0b0ac7d98338,2025-03-05 02:34:14.367958
APOYO ADMINISTRATIVO,MUNICIPALIDAD DISTRITAL DE VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0006,1,"S/. 1,700.00",03/03/2025,14/03/2025,6c6cc8aa-a139-4c0c-9092-c5c9ebbd307e,2025-03-05 02:34:14.367958
TECNICO ADMINISTRATIVO,DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 2,564.19",03/03/2025,14/03/2025,eb68eb3d-bc19-47e7-9b19-3f9458a095a9,2025-03-05 02:34:14.367958
ABOGADO,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-009,1,"S/. 3,900.00",03/03/2025,14/03/2025,e1c7720f-530e-4d5b-8a1a-98260f43028e,2025-03-05 02:34:14.367958
ABOGADO,DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 3,264.19",03/03/2025,14/03/2025,ba544897-1003-4afb-a3bb-2785905bd144,2025-03-05 02:34:14.367958
PROFESIONAL EN PSICOLOGÍA,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-26,12,"S/. 2,764.19",28/02/2025,13/03/2025,74451f98-4c7f-4004-93f5-da97e3bedd9f,2025-03-05 02:34:14.367958
PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA PARA LOS PROGRAMAS DE INTERVENCIÓN TEMPRANA,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-15,1,"S/. 2,964.19",28/02/2025,13/03/2025,4b28fbcc-60db-4e26-b68e-af4664678185,2025-03-05 02:34:14.367958
"PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE",UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-14,2,"S/. 2,964.19",28/02/2025,13/03/2025,f489649a-3bbf-487a-8dec-9317cde245ae,2025-03-05 02:34:14.367958
SUPERVISORES UGEL REGIONES - ARTICULADOR,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-20,1,"S/. 4,764.19",28/02/2025,13/03/2025,656af71c-afd2-45d0-b11e-ca93b3522ac4,2025-03-05 02:34:14.367958
SUPERVISORES UGEL REGIONES - INFRAESTRUCTURA,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-21,1,"S/. 4,764.19",28/02/2025,13/03/2025,152fca6c-2837-4f63-bafb-3991f08bfb27,2025-03-05 02:34:14.367958
SUPERVISORES UGEL REGIONES - LEGAL,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-22,1,"S/. 4,764.19",28/02/2025,13/03/2025,594e9bed-add8-4467-b88b-7778249df041,2025-03-05 02:34:14.367958
SUPERVISORES UGEL REGIONES - PEDAGOGÍA,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-23,1,"S/. 4,764.19",28/02/2025,13/03/2025,d27a2473-a081-43db-a05c-dbf2f00b3880,2025-03-05 02:34:14.367958
TECNICO DEPORTIVO CAS DE NÚCLEO DE LA INICIATIVA PEDAGÓGICA WIÑAQ,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,2,"S/. 3,364.19",28/02/2025,13/03/2025,86ce86d4-6231-4ed2-a67c-aa95ddbe1b00,2025-03-05 02:34:14.367958
PERSONAL DE VIGILANCIA,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,10,"S/. 1,414.19",28/02/2025,13/03/2025,58d89cc5-8cff-4949-ae01-e87058eb757b,2025-03-05 02:34:14.367958
PSICOLOGO,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-12,8,"S/. 2,764.19",28/02/2025,13/03/2025,8512719b-3bec-4e84-8f3c-920c4638ae48,2025-03-05 02:34:14.367958
AUXILIAR ADMINISTRATIVO,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,276-9,1,S/. 971.65,28/02/2025,13/03/2025,723246e8-b3bb-43d5-906e-6e297b2eaa98,2025-03-05 02:34:14.367958
OPERARIO I,MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,728-04,3,"S/. 1,400.00",28/02/2025,13/03/2025,7a8364b2-ca21-4bab-9f02-27744641e369,2025-03-05 02:34:14.367958
COORDINADOR UGEL SAEE,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-17,1,"S/. 5,264.19",28/02/2025,13/03/2025,14b7b77c-33ed-481d-8fca-61274a6edad6,2025-03-05 02:34:14.367958
ESPECIALISTA DE CONVIVENCIA ESCOLAR DE LA UGEL,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-25,1,"S/. 3,764.19",28/02/2025,13/03/2025,2b969d69-fc7a-4f16-984a-e9f9bebea406,2025-03-05 02:34:14.367958
ESPECIALISTAS LEGAL PAS DE UGEL REGIONES,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 5,264.19",28/02/2025,13/03/2025,0650bdeb-cc0c-43a9-9236-b88cadaa23e8,2025-03-05 02:34:14.367958
OPERARIO III,MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,728-05,25,"S/. 1,600.00",28/02/2025,13/03/2025,b5145579-31cb-40b6-9683-0341f7d519a2,2025-03-05 02:34:14.367958
OPERARIO IV,MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,728-06,31,"S/. 1,770.00",28/02/2025,13/03/2025,5e914aef-710d-47e2-b5c7-99f65afe3838,2025-03-05 02:34:14.367958
JEFE DE DEPARTAMENTO DE ENFERMERIA,HOSPITAL NACIONAL DANIEL ALCIDES CARRION,CALLAO - BELLAVISTA,276-01,1,S/. 001.00,28/02/2025,13/03/2025,73e6b772-c481-4c2c-802d-031110a47704,2025-03-05 02:34:14.367958
SUPERVISOR GENERAL,MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,728-07,3,"S/. 2,370.00",28/02/2025,13/03/2025,e21d55a3-2f0d-4bd3-bed0-0cf2229f8f6e,2025-03-05 02:34:14.367958
AUXILIAR DE OFICINA,SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-080,1,"S/. 1,500.00",28/02/2025,13/03/2025,75478c9f-614e-4535-ab41-751db7521940,2025-03-05 02:34:14.367958
PERSONAL DE MANTENIMIENTO,UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,6,"S/. 1,414.19",28/02/2025,13/03/2025,f196e125-53e6-4519-b55a-7cfc2f93af3a,2025-03-05 02:34:14.367958
