posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
21.	AUXILIAR ADMINISTRATIVO - GERENCIA DE ADMINISTRACIÓN TRIBUTARIA - CODIGO DE PLAZA - GAT-AA-21-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 1,400.00",28/03/2025,10/04/2025,fe9030ff-afe1-463e-bd70-131a03251d9b,2025-03-31 22:34:55.279335
20.	ABOGADO TRIBUTARIO - GERENCIA DE ADMINISTRACIÓN TRIBUTARIA - CODIGO DE PLAZA - GAT-AT-20-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,000.00",28/03/2025,10/04/2025,3abfd6df-6580-45e8-a024-b229e9b3f990,2025-03-31 22:34:55.279335
2.	ABOGADO - PROCURADURIA PUBLICA MUNICIPAL - CODIGO DE PLAZA - PPM-AB-02-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,000.00",28/03/2025,10/04/2025,dd2b36ad-8185-4cb9-ba50-6f7592440c7d,2025-03-31 22:34:55.279335
19.	ANALISTA DE SISTEMAS PAD III - OFICINA DE TECNOLOGÍA DE LA INFORMACIÓN - CODIGO DE PLAZA - OTI-AS-19-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,000.00",28/03/2025,10/04/2025,69419e2e-df8b-4ce5-89f4-7b122a7b3aa0,2025-03-31 22:34:55.279335
18.	ESPECIALISTA ADMINISTRATIVO – AREA DE REGISTRO Y CONTROL PATRIMONIAL - CODIGO DE PLAZA - ARCP-EA-18-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,600.00",28/03/2025,10/04/2025,7a570c6a-f2e3-4a97-a77c-56d98f57f05e,2025-03-31 22:34:55.279335
17.	AUXILIAR ADMINISTRATIVO I – AREA DE REGISTRO Y CONTROL PATRIMONIAL - CODIGO DE PLAZA - ARCP-AA-17-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,400.00",28/03/2025,10/04/2025,04c73e43-1369-41db-a3d1-c8c6f92ba1bb,2025-03-31 22:34:55.279335
16.	ASISTENTE ADMINISTRATIVO II - OFICINA DE ABASTECIMIENTOS Y CONTROL PATRIMONIAL - CODIGO DE PLAZA - OACP-AA-16-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,800.00",28/03/2025,10/04/2025,cebde110-67f9-4bb0-87da-3c3282d7f622,2025-03-31 22:34:55.279335
15.	AUXILIAR ADMINISTRATIVO I - OFICINA DE ABASTECIMIENTOS Y CONTROL PATRIMONIAL - CODIGO DE PLAZA - OACP-AA-15-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,600.00",28/03/2025,10/04/2025,b1ef7dd3-ed0c-4bb3-b2d1-b42dd56c0290,2025-03-31 22:34:55.279335
14.	AUXILIAR ADMINISTRATIVO I - OFICINA DE TESORERIA - CODIGO DE PLAZA - OT-AA-14-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,400.00",28/03/2025,10/04/2025,cabac05c-5561-4cbe-ba15-f5d0146c7ffa,2025-03-31 22:34:55.279335
13.	ESPECIALISTA CONTABLE - OFICINA DE CONTABILIDAD - CODIGO DE PLAZA - OC-EC-13-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 2,000.00",28/03/2025,10/04/2025,579350b5-64df-42c1-bfb2-90ad99111b0d,2025-03-31 22:34:55.279335
12.	ESPECIALISTA ADMINISTRATIVO (ASISTENCIADO SOCIAL) - OFICINA DE GESTIÓN DE RECURSOS HUMANOS - CODIGO DE PLAZA - OGRH-EA-12-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,000.00",28/03/2025,10/04/2025,ad36a26f-0021-4cd8-8c8e-eb22d02cc163,2025-03-31 22:34:55.279335
11.	ESPECIALISTA ADMINISTRATIVO - OFICINA DE GESTIÓN DE RECURSOS HUMANOS - CODIGO DE PLAZA -  OGRH-EA-11-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,000.00",28/03/2025,10/04/2025,b84dc24e-b4ee-46b4-915c-327d439f3244,2025-03-31 22:34:55.279335
10.	ASISTENTE ADMINISTRATIVO II - OFICINA GENERAL DE ADMINISTRACIÓN - CODIGO DE PLAZA - OGA-EA-10-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,800.00",28/03/2025,10/04/2025,3a4ba3a5-cad0-4b78-94d6-01ef0454fd21,2025-03-31 22:34:55.279335
1.	AUXILIAR ADMINISTRATIVO - PROCURADURÍA PUBLICA MUNICIPAL - CÓDIGO DE PLAZA - PPM-AU-01-2025.,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,400.00",28/03/2025,10/04/2025,5fac7db1-66e1-49dd-bda1-1f201189d4e2,2025-03-31 22:34:55.279335
07.	ASISTENTE ADMINISTRATIVO - OFICINA GENERAL DE PRESUPUESTO - CODIGO DE PLAZA -  OGP-AA-07-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - LOS BAÑOS DEL INCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,800.00",28/03/2025,10/04/2025,0577cd23-91a8-4b56-9d7c-54e28199b9aa,2025-03-31 22:34:55.279335
TÉCNICO EN LABORATORIO,UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 1,750.00",28/03/2025,10/04/2025,21a641bb-c549-42ec-88fa-845f5ce25e5c,2025-03-31 22:34:55.279335
OBSTETRA,UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,000.00",28/03/2025,10/04/2025,c6cc3053-c4d6-4028-9cdc-28fef76fad61,2025-03-31 22:34:55.279335
OBSTETRA,UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,200.00",28/03/2025,10/04/2025,c781f763-5cc9-496a-af55-7c4b59f74403,2025-03-31 22:34:55.279335
MÉDICO CIRUJANO(A),UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 5,500.00",28/03/2025,10/04/2025,99bd32f6-a50e-4f7a-a826-186d45b96623,2025-03-31 22:34:55.279335
MÉDICO CIRUJANO(A),UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 6,000.00",28/03/2025,10/04/2025,743baf37-ca42-4140-b1d4-cd97057587ca,2025-03-31 22:34:55.279335
MÉDICO CIRUJANO(A),UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 6,000.00",28/03/2025,10/04/2025,5d960e5a-0edb-4770-811b-b2e75e3164f7,2025-03-31 22:34:55.279335
ENFERMERO (A),UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,800.00",28/03/2025,10/04/2025,0e3b0732-4041-4514-9982-63daa5fc0f7c,2025-03-31 22:34:55.279335
ENFERMERO (A),UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 4,000.00",28/03/2025,10/04/2025,f61d1a2f-8462-4cf6-ab2f-0313e7d325e7,2025-03-31 22:34:55.279335
ENFERMERO (A),UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,000.00",28/03/2025,10/04/2025,6445356e-81cb-4c07-9449-c550630e1b26,2025-03-31 22:34:55.279335
CIRUJANO DENTISTA,UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,300.00",28/03/2025,10/04/2025,4f12c598-db6b-4d66-a9d9-71e2c2edfa03,2025-03-31 22:34:55.279335
CIRUJANO DENTISTA,UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,000.00",28/03/2025,10/04/2025,7892aafe-3912-4f03-a708-a8604a68a8c1,2025-03-31 22:34:55.279335
CHOFER,UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 1,400.00",28/03/2025,10/04/2025,010a6135-4086-487a-95f8-ad8f48ac5c07,2025-03-31 22:34:55.279335
BIÓLOGO,UNIDAD EJECUTORA SALUD SAN IGNACIO,CAJAMARCA - SAN IGNACIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,000.00",28/03/2025,10/04/2025,278da698-459b-42a0-b45d-d12291e7328e,2025-03-31 22:34:55.279335
"PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE",UNIDAD DE GESTION EDUCATIVA LOCAL DE LA PROVINCIA DE SAN MIGUEL - UGEL SAN MIGUEL,CAJAMARCA - SAN MIGUEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-6,1,"S/. 2,964.19",28/03/2025,10/04/2025,c09f6d6c-b270-4cb1-bb84-230def16cbd6,2025-03-31 22:34:55.279335
PERSONAL DE MANTENIMIENTO,UNIDAD DE GESTION EDUCATIVA LOCAL DE LA PROVINCIA DE SAN MIGUEL - UGEL SAN MIGUEL,CAJAMARCA - NIEPOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,2,"S/. 1,414.19",28/03/2025,10/04/2025,26abe57b-658c-47a9-8349-5faa64bfdb28,2025-03-31 22:34:55.279335
PERSONAL DE MANTEMIENTO,UNIDAD DE GESTION EDUCATIVA LOCAL DE LA PROVINCIA DE SANTA CRUZ,CAJAMARCA - SANTA CRUZ,276-01,1,S/. 001.00,28/03/2025,10/04/2025,a800f646-21dd-4086-8076-1a9c1a4ad3aa,2025-03-31 22:34:55.279335
SUBGERENTE DE LOGÍSTICA Y CONTROL PATRIMONIAL,MUNICIPALIDAD LA LIBERTAD DE PALLAN,CAJAMARCA - LA LIBERTAD DE PALLAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,064.00",28/03/2025,10/04/2025,42cabd23-af99-478d-bda3-9fab4caac5f7,2025-03-31 22:34:55.279335
DEMUNA,MUNICIPALIDAD LA LIBERTAD DE PALLAN,CAJAMARCA - LA LIBERTAD DE PALLAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,064.00",28/03/2025,10/04/2025,9b2deee7-878f-4836-a79e-81b8a725cbc5,2025-03-31 22:34:55.279335
AUXILIAR ADMINISTRATIVO,ZONA REGISTRAL N II - SEDE CHICLAYO,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,500.00",28/03/2025,10/04/2025,0e644c8b-4af3-4f78-8ec2-49b97b9e6688,2025-03-31 22:34:55.279335
72.	ESPECIALISTA EN EDUCACIÓN AMBIENTAL - GERENCIA DE SERVICIOS Y GESTIÓN AMBIENTAL - CODIGO DE PLAZA - GSGA-EE-72-2025,MUNICIPALIDAD DISTRITAL DE BAÑOS DEL INCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 2,000.00",28/03/2025,10/04/2025,d39b8392-20db-4f1d-aa81-451a2e3323fe,2025-03-31 22:34:55.279335
GESTOR/A INSTITUCIONAL,PROGRAMA NACIONAL ÑPLATAFORMAS DE ACCIÓN PARA LA INCLUSIÓN SOCIAL-PAISÑ,AYACUCHO - CORACORA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-043,1,"S/. 3,000.00",31/03/2025,11/04/2025,977cce22-1861-4458-985e-2b6c58011ad9,2025-03-31 22:34:55.279335
GESTOR/A INSTITUCIONAL,PROGRAMA NACIONAL ÑPLATAFORMAS DE ACCIÓN PARA LA INCLUSIÓN SOCIAL-PAISÑ,AYACUCHO - MARCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-044,1,"S/. 3,000.00",31/03/2025,11/04/2025,13d397b8-ea36-4c27-aff5-342ed13aa492,2025-03-31 22:34:55.279335
MEDICO CIRUJANO,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-025,4,"S/. 3,800.00",28/03/2025,10/04/2025,b74ec9ce-247f-4f60-a91d-757cf94031ad,2025-03-31 22:34:55.279335
ENFERMERA/O,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-027,2,"S/. 3,000.00",28/03/2025,10/04/2025,86b5deeb-3612-4c14-aa62-6bc8dcf01ced,2025-03-31 22:34:55.279335
CONVIVENCIA SCOLAR,UNIDAD DE GESTION EDUCATIVA LOCAL DE VICTOR FAJARDO,AYACUCHO - HUANCAPI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-016,1,"S/. 3,764.19",27/03/2025,09/04/2025,d7e21b38-bbd2-466e-a4aa-5cf9ee4b6a1f,2025-03-31 22:34:55.279335
ESPECIALISTA EN FINANZAS I,UNIDAD DE GESTION EDUCATIVA DE LUCANAS,AYACUCHO - PUQUIO,276-18,1,S/. 900.00,27/03/2025,09/04/2025,50e32515-61ad-480a-9b52-1125c66f9924,2025-03-31 22:34:55.279335
INSPECTOR/A SUTRAN,"SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS - SUTRAN",AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-081,1,"S/. 3,000.00",27/03/2025,09/04/2025,c268204b-b110-4923-80d4-1f978a217e4f,2025-03-31 22:34:55.279335
ORIENTADOR,ZONA REGISTRAL N° XIV-SEDE AYACUCHO,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 2,500.00",27/03/2025,09/04/2025,afcf4517-8279-45b2-8732-ab2061acaaaf,2025-03-31 22:34:55.279335
ESPECIALISTA EN CONVIVENCIA ESCOLAR,UNIDAD EJECUTORA EDUCACIÓN HUANCASANCOS,AYACUCHO - SANCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,764.19",27/03/2025,09/04/2025,d0f35349-7d50-492d-a95f-b8d74bb41a56,2025-03-31 22:34:55.279335
RESPONSABLE DEL SERVICIO DE TÓPICO,TERRAPUERTO MUNICIPAL LIBERTADORES DE AMERICA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,764.19",26/03/2025,08/04/2025,143ff014-2bbf-438b-8edf-6fcffa3fd131,2025-03-31 22:34:55.279335
PERSONAL DE SERVICIO/LIMPIEZA,TERRAPUERTO MUNICIPAL LIBERTADORES DE AMERICA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 1,550.19",26/03/2025,08/04/2025,cf6bc2b9-9a15-450e-8b52-cdc437816c8f,2025-03-31 22:34:55.279335
CAJERO/A - RECAUDADOR/A,TERRAPUERTO MUNICIPAL LIBERTADORES DE AMERICA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 1,550.19",26/03/2025,08/04/2025,604d7f36-6641-4245-8d02-9a66adf9dafd,2025-03-31 22:34:55.279335
INSPECTOR/A DE SEGURIDAD Y OPERACIONES,TERRAPUERTO MUNICIPAL LIBERTADORES DE AMERICA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,4,"S/. 1,550.19",26/03/2025,08/04/2025,a8db1b3f-fcdd-411c-bff5-7478d5715c51,2025-03-31 22:34:55.279335
TÉCNICO ADMINISTRATIVO I,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,276-010,1,S/. 001.00,25/03/2025,07/04/2025,eac45950-a81d-4530-ab14-c6e9a643da3a,2025-03-31 22:34:55.279335
TÉCNICO ADMINISTRATIVO II,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,276-11,1,S/. 001.00,25/03/2025,07/04/2025,f8a8ccc7-b07b-4729-8002-3b1f63d77829,2025-03-31 22:34:55.279335
AUXILIAR DE LABORATORIO I,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,276-012,1,S/. 001.00,25/03/2025,07/04/2025,d54e3bf3-13cb-4231-9322-9b1be1a99386,2025-03-31 22:34:55.279335
PSICÓLOGO/A,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-066,1,"S/. 4,000.00",24/03/2025,04/04/2025,e0937718-e743-44f6-9be3-3bffcd9012c0,2025-03-31 22:34:55.279335
TÉCNICO/A EN ENFERMERÍA,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-069,1,"S/. 2,000.00",24/03/2025,04/04/2025,1ffac4c8-0de1-449f-9e63-54ae05816fe4,2025-03-31 22:34:55.279335
"RESPONSABLE DEL AREA DE EDUCACION, CULTURA Y PARTICIPACION",MUNICIP.DISTRIT.DE SAN JUAN BAUTISTA,AYACUCHO - SAN JUAN BAUTISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,900.00",24/03/2025,04/04/2025,3cc026a6-e628-4c8e-adea-3b1c4131caa3,2025-03-31 22:34:55.279335
PROFESIONAL III PARA EQUIPO ITENERANTE DE CONVIVENCIA ESCOLAR,UNIDAD DE GESTION EDUCATIVA LOCAL DE VICTOR FAJARDO,AYACUCHO - HUANCAPI,D.LEG 1057 - DETERMINADO (SUPLENCIA)-011,1,"S/. 3,064.19",24/03/2025,04/04/2025,84f638b5-02eb-4e57-bcfc-4a502f2856d0,2025-03-31 22:34:55.279335
ABOGADO I,UNIDAD DE GESTION EDUCATIVA LOCAL DE VICTOR FAJARDO,AYACUCHO - HUANCAPI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 2,709.65",24/03/2025,04/04/2025,5695513e-f37d-4038-85e0-059aad0deb32,2025-03-31 22:34:55.279335
COORDINADOR ADMINISTRATIVO  RER PARA LA SEDE  SARHUA-HUARCAYA,UNIDAD DE GESTION EDUCATIVA LOCAL DE VICTOR FAJARDO,AYACUCHO - HUANCAPI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-014,1,"S/. 2,264.19",24/03/2025,04/04/2025,e2d7dc77-074b-4358-ae2c-66a40ed34f7f,2025-03-31 22:34:55.279335
PERSONAL VIGILANTE,UNIDAD DE GESTION EDUCATIVA LOCAL DE VICTOR FAJARDO,AYACUCHO - HUANCAPI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,1,"S/. 1,414.19",24/03/2025,04/04/2025,b0e9f6d1-5a25-431c-8128-5d8cfcd2a57e,2025-03-31 22:34:55.279335
