posicion,empresa,ubicacion,num_conv,n_vac,salario,fecha_inicio,fecha_fin,id_uuid,fechaActualizacion
ABOGADO,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,519.19",20/02/2025,05/03/2025,ecba166b-d4ca-43ae-9430-89d27377ffad,2025-02-22 02:19:52.644454
ABOGADO,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,984.19",20/02/2025,05/03/2025,4e58e1a3-cb99-4289-a977-4dbc717076bf,2025-02-22 02:19:52.644454
ASISTENTE ADMINISTRATIVO,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,054.19",20/02/2025,05/03/2025,3c7f33e6-3116-4446-a7a9-9236ead97775,2025-02-22 02:19:52.644454
ASISTENTE ADMINISTRATIVO,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,054.19",20/02/2025,05/03/2025,fae86cf4-8f82-48c1-ac26-29b59a6c6d49,2025-02-22 02:19:52.644454
ASISTENTE ADMINISTRATIVO,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,054.19",20/02/2025,05/03/2025,9400ed05-89f4-4ca1-9861-79c6824f37ef,2025-02-22 02:19:52.644454
ASISTENTE ADMINISTRATIVO,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,054.19",20/02/2025,05/03/2025,89c3190d-c1cc-405c-b81c-d73dada077ed,2025-02-22 02:19:52.644454
ASISTENTE LEGAL,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,2,"S/. 3,054.19",20/02/2025,05/03/2025,f768f7a6-561e-4261-8ed0-9e1098cf62e8,2025-02-22 02:19:52.644454
EJECUTOR COACTIVO,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 4,449.19",20/02/2025,05/03/2025,5a255db9-09ca-487f-be4c-fa4adf89fc86,2025-02-22 02:19:52.644454
ESPECIALISTA SIGA-MODULO PATRIMONIO,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,519.19",20/02/2025,05/03/2025,69389dd1-236e-485b-aad9-4f998146df32,2025-02-22 02:19:52.644454
INSPECTOR DE TRANSPORTES,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,4,"S/. 3,054.19",20/02/2025,05/03/2025,9c8ec3c1-0d6b-442d-869a-fab60bd3dd3e,2025-02-22 02:19:52.644454
INTEGRADOR CONTABLE,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,519.19",20/02/2025,05/03/2025,15588654-fc34-4100-a39b-eddd9982c141,2025-02-22 02:19:52.644454
SECRETARIO TECNICO DE LOS PROCEDIMIENTOS ADMINISTRATIVOS DISCIPLINARIOS,DIRECCION REGIONAL TRANSP.COMUN.VIV.CONS,CUSCO - WANCHAQ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 4,449.19",20/02/2025,05/03/2025,8d3d4578-48be-4bec-b324-189c5403d554,2025-02-22 02:19:52.644454
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS,PROGRAMA NACIONAL CUNA MAS,CUSCO - KIMBIRI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-106,1,"S/. 3,164.19",20/02/2025,05/03/2025,ed298749-ed40-49a0-8582-8894dc32b3e8,2025-02-22 02:19:52.644454
TÉCNICO ADMINISTRATIVO DE OGA,MUNICIPALIDAD DISTRITAL DE LARES,CUSCO - LARES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,500.00",20/02/2025,05/03/2025,5adbc980-7cdd-4802-8bdf-bf77a8abfc5b,2025-02-22 02:19:52.644454
ESPECIALISTA – RESPONSABLE DE LA UNIDAD FORMULDORA DE PROYECTOS UF,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU,CUSCO - TUPAC AMARU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,500.00",19/02/2025,04/03/2025,6c8a9d2c-a731-4936-9c35-6a367ab41413,2025-02-22 02:19:52.644454
ESPECIALISTA EN SUB GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU,CUSCO - TUPAC AMARU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,000.00",19/02/2025,04/03/2025,d6502235-7db2-483c-ae59-04de78f71373,2025-02-22 02:19:52.644454
ESPECIALISTA EN EL ÁREA DE LOGÍSTICA Y BIENES PATRIMONIALES,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU,CUSCO - TUPAC AMARU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 4,000.00",19/02/2025,04/03/2025,cda19f83-d6c7-4350-9a60-889f9a34d1df,2025-02-22 02:19:52.644454
CONDUCTOR DE VEHÍCULO DE ALCALDÍA,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU,CUSCO - TUPAC AMARU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,300.00",19/02/2025,04/03/2025,0fb10eef-5bd9-4203-b3e9-4326f2c123df,2025-02-22 02:19:52.644454
REGISTRADOR I,REGISTRO NACIONAL DE IDENTIFICACIÓN Y ESTADO CIVIL,CUSCO - KIMBIRI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,1,"S/. 1,800.00",19/02/2025,04/03/2025,62bc4096-909d-4475-80c7-096bee6966b1,2025-02-22 02:19:52.644454
ASISTENTE DE CUSTODIA Y GRABACION,PODER JUDICIAL,CUSCO - ECHARATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 3,470.00",19/02/2025,04/03/2025,69c1a829-702e-4195-9292-10df8b749552,2025-02-22 02:19:52.644454
REGISTRADOR II,REGISTRO NACIONAL DE IDENTIFICACIÓN Y ESTADO CIVIL,CUSCO - SANTA ANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 1,500.00",19/02/2025,04/03/2025,3c092c18-8178-46b8-87b3-d61319bf39a8,2025-02-22 02:19:52.644454
ESPECIALISTA EN  RENUMERACIONES,UNIDAD DE GESTION EDUCATIVA ESPINAR,CUSCO - ESPINAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,864.19",19/02/2025,04/03/2025,ee568a43-7f41-4c98-8fd6-a2278d3642c7,2025-02-22 02:19:52.644454
PRESTACIÓN SECRETARIO/A JUDICIAL,PODER JUDICIAL,CUSCO - ESPINAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 4,750.00",19/02/2025,04/03/2025,d1331514-1d2c-4b86-88f0-76559b3fba1d,2025-02-22 02:19:52.644454
ASISTENTE ADMINISTRATIVO,UNIDAD EJECUTORA EDUCACION CHUMBIVILCAS,CUSCO - SANTO TOMAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,764.19",19/02/2025,04/03/2025,9544d4f6-176f-42ce-b304-f8ecfc3d9e9d,2025-02-22 02:19:52.644454
GESTOR/A INSTITUCIONAL,PROGRAMA NACIONAL ÑPLATAFORMAS DE ACCIÓN PARA LA INCLUSIÓN SOCIAL-PAISÑ,CUSCO - QUEHUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-021,1,"S/. 3,000.00",19/02/2025,04/03/2025,5f0aae1d-28bf-4ffb-9798-4b6120f6b432,2025-02-22 02:19:52.644454
ADMINISTRADOR/RA (02898),PODER JUDICIAL,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 7,800.00",19/02/2025,04/03/2025,1e168d85-f152-4b68-bfea-50ac59961236,2025-02-22 02:19:52.644454
ANALISTA EN ZOOPLANCTON MARINO,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 5,800.00",21/02/2025,06/03/2025,9af490b6-a4fc-48ef-875a-59b94f57745f,2025-02-22 02:19:52.644454
TÉCNICO INVESTIGADOR II,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,728-005,1,"S/. 3,700.00",21/02/2025,06/03/2025,f3859e6d-572a-4e78-a849-022102da59f1,2025-02-22 02:19:52.644454
TÉCNICO EN REMUNERACIONES Y LIQUIDACIONES V,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,728-006,1,"S/. 4,200.00",21/02/2025,06/03/2025,0be087ec-9d28-4684-add1-64c9103a1caf,2025-02-22 02:19:52.644454
SECRETARIA IV,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,728-004,1,"S/. 4,200.00",21/02/2025,06/03/2025,4a6af5e7-2d54-48e1-a0a6-bb621fd8d6be,2025-02-22 02:19:52.644454
JEFE ADJUNTO,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,728-008,1,"S/. 9,000.00",21/02/2025,06/03/2025,7faac497-d045-4646-a157-f452cde27ebc,2025-02-22 02:19:52.644454
INVESTIGADOR IV,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,728-003,1,"S/. 7,200.00",21/02/2025,06/03/2025,1f6168f4-ef73-44b2-be62-cab9e8500297,2025-02-22 02:19:52.644454
COORDINADOR DEL ÁREA FUNCIONAL DE OCEANOGRAFÍA FÍSICA,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,728-007,1,"S/. 9,000.00",21/02/2025,06/03/2025,79799055-6bb7-4f3a-b338-4ae029e43637,2025-02-22 02:19:52.644454
ASESOR II,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,728-001,1,"S/. 9,000.00",21/02/2025,06/03/2025,1c751373-822f-4c27-b18a-7977f258c159,2025-02-22 02:19:52.644454
EVALUADOR (A),SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-078,1,"S/. 3,000.00",21/02/2025,06/03/2025,aa3ea8ca-1831-48c8-bcdd-7070e1309c5f,2025-02-22 02:19:52.644454
ESPECIALISTA EN PESQUERÍAS DEMERSALES Y COSTERAS,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-015,1,"S/. 7,200.00",21/02/2025,06/03/2025,9a6d56bf-91a8-4641-8284-c14fe747974b,2025-02-22 02:19:52.644454
ESPECIALISTA EN MODELADO BIOGEOQUIMICO,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 7,200.00",21/02/2025,06/03/2025,3c663709-4100-4de0-ba6b-54093c865568,2025-02-22 02:19:52.644454
ESPECIALISTA EN INVERTEBRADOS MARINOS,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 6,500.00",21/02/2025,06/03/2025,38273feb-c7d6-4796-971b-fd152dd2bad8,2025-02-22 02:19:52.644454
ESPECIALISTA EN ESPECTROMETRÍA DE MASAS,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 6,500.00",21/02/2025,06/03/2025,30fba00c-4f7d-45e1-a5bd-5659e4d402d8,2025-02-22 02:19:52.644454
ANALISTA EN MODELOS DE SIMULACIÓN,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 4,800.00",21/02/2025,06/03/2025,150c88be-009b-4de5-8a31-35a16f45d519,2025-02-22 02:19:52.644454
ANALISTA EN INTERACCIÓN OCÉANO-ATMÓSFERA,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-014,1,"S/. 5,800.00",21/02/2025,06/03/2025,8fa62d66-e57e-4a01-b088-218906ef2d03,2025-02-22 02:19:52.644454
ANALISTA EN HIDROACÚSTICA,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-011,1,"S/. 5,800.00",21/02/2025,06/03/2025,73393416-981c-4bb7-a9e6-cbadf7dc0df6,2025-02-22 02:19:52.644454
ANALISTA EN CULTIVO DE PECES MARINOS,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,1,"S/. 5,500.00",21/02/2025,06/03/2025,69405a58-6ba2-45a4-a2a1-444b65571c67,2025-02-22 02:19:52.644454
ANALISTA DE SEGURIDAD Y SALUD EN EL TRABAJO 3,AUTORIDAD PORTUARIA NACIONAL,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,1,"S/. 7,000.00",21/02/2025,06/03/2025,32ebb416-d943-458a-bab8-78cf46da181f,2025-02-22 02:19:52.644454
TÉCNICO ADMINISTRATIVO,"MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-068,1,"S/. 3,500.00",21/02/2025,06/03/2025,3ce95ffb-6bd1-4850-8d6d-d3c0d7fbeff2,2025-02-22 02:19:52.644454
ANALISTA CONTABLE,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-018,1,"S/. 4,500.00",21/02/2025,06/03/2025,674ab0e1-3021-4431-9a2d-349a05db3b01,2025-02-22 02:19:52.644454
ANALISTA DE BASE DE DATOS BIOLÓGICOS,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 6,500.00",21/02/2025,06/03/2025,b644b979-6cd1-4599-83fa-f382a4955aaa,2025-02-22 02:19:52.644454
ANALISTA EN ACUICULTURA ALTOANDINA,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,1,"S/. 5,800.00",21/02/2025,06/03/2025,1f6e5d96-9873-438a-8df2-f40963180278,2025-02-22 02:19:52.644454
ANALISTA EN ADMINISTRACIÓN,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 5,500.00",21/02/2025,06/03/2025,ccdaa8a6-c696-476d-a4b1-588b7e58091c,2025-02-22 02:19:52.644454
ANALISTA EN ASPECTOS REPRODUCTIVOS DE PECES,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 4,000.00",21/02/2025,06/03/2025,ccff1804-28d9-4beb-9e2b-483e618c5ba3,2025-02-22 02:19:52.644454
ANALISTA EN COMPENSACIONES,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-016,1,"S/. 4,500.00",21/02/2025,06/03/2025,43886fad-f8f1-452e-87d6-9b46f7e0cf57,2025-02-22 02:19:52.644454
ANALISTA EN CONTRATACIONES DEL ESTADO PARA LA CARTERA DE INVERSIONES,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-020,1,"S/. 5,800.00",21/02/2025,06/03/2025,d16cc338-f4a3-4eb6-b642-354fdcedf2b5,2025-02-22 02:19:52.644454
ANALISTA EN CONTROL DE ASISTENCIA DE PERSONAL,INSTITUTO DEL MAR DEL PERU,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-017,1,"S/. 4,000.00",21/02/2025,06/03/2025,4855d701-0410-4402-a0c5-aa4ffb966a1a,2025-02-22 02:19:52.644454
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-125,1,"S/. 2,764.19",20/02/2025,05/03/2025,8efb30fc-acd8-4948-899d-9ce903907798,2025-02-22 02:19:52.644454
ASISTENTE DE COMUNICACIONES,PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,1,"S/. 2,212.00",20/02/2025,05/03/2025,56834760-cc21-4f54-87a0-0b2561076a73,2025-02-22 02:19:52.644454
ASISTENTE DE CUSTODIA Y GRABACIÓN,PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,1,"S/. 2,572.00",20/02/2025,05/03/2025,a2bd9df4-f01c-4663-877a-1ac3092d4b4d,2025-02-22 02:19:52.644454
TÉCNICO III,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-008,1,"S/. 2,090.00",20/02/2025,05/03/2025,61b113d1-388e-4a5d-9c51-9ba5632a51ae,2025-02-22 02:19:52.644454
ESPECIALISTA INTEGRAL,PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-138,1,"S/. 2,764.19",20/02/2025,05/03/2025,cc14dafc-204b-40e7-8d81-24c96f3c0cf6,2025-02-22 02:19:52.644454
ANALISTA ADMINISTRATIVO/A,PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-011,1,"S/. 6,010.00",20/02/2025,05/03/2025,9bd92855-0005-4b45-b24a-d323937593a0,2025-02-22 02:19:52.644454
